Title,Date,Id,Summary,URL,ArXiv_ID,Category
Tropicalization and cluster asymptotic phenomenon of generalized Markov equations,2025-11-05 12:45:08+00:00,http://arxiv.org/abs/2511.03428v1,"The generalized Markov equations are deeply connected with the generalized
cluster algebras of Markov type. We construct a deformed Fock-Goncharov
tropicalization for the generalized Markov equations and prove that their
tropicalized tree structure is essentially the same as that of the classical
Euclid tree. We then define the generalized Euclid tree and prove that it
converges to the classical Euclid tree up to a scalar multiple. Moreover, by
means of cluster mutations, we exhibit an asymptotic phenomenon, up to some
limit q, between the logarithmic generalized Markov tree and the classical
Euclid tree. A rationality conjecture of q is then put forward. We also propose
a generalized Markov uniqueness conjecture for the generalized Markov
equations, which illustrates an application of the asymptotic phenomenon.",http://arxiv.org/pdf/2511.03428v1,2511.03428v1,RA
Commuting graphs and semigroup constructions,2025-11-04 21:16:34+00:00,http://arxiv.org/abs/2511.03003v1,"The aim of this paper is to see how commuting graphs interact with two
semigroup constructions: the zero-union and the direct product. For both
semigroup constructions, we investigate the diameter, clique number, girth,
chromatic number and knit degree of their commuting graphs and, when possible,
we exhibit the relationship between each one of these properties and the
corresponding properties of the commuting graphs of the original semigroups.",http://arxiv.org/pdf/2511.03003v1,2511.03003v1,RA
Higher hereditary algebras and toric Fano stacks of Picard number one or two,2025-11-04 15:06:03+00:00,http://arxiv.org/abs/2511.02641v1,"We prove the existence and give a classification of all $d$-tilting bundles
(and thus geometric Helices) consisting of line bundles on $d$-dimensional
smooth toric Fano DM stacks of Picard number one or two. Here, a $d$-tilting
bundle is a tilting bundle whose endomorphism algebra has global dimension $d$
or less.
  In the case of Picard number one, tilting bundles consisting of line bundles
correspond bijectively to non-trivial upper sets in its Picard group equipped
with a certain partial order. Moreover, all of them are $d$-tilting bundles and
their endomorphisms algebras become $d$-representation infinite algebras of
type $\tilde{A}$. Conversely, all such algebras arise in this way. In this
sense, we can think of smooth toric Fano DM stacks with Picard number one as
geometric models of higher representation infinite algebras of type
$\tilde{A}$. Using this geometric model, we give a new combinatorial
description to $d$-APR tilting modules of them.
  In the case of Picard number two, $d$-tilting bundles consisting of line
bundles correspond bijectively to pairs $(I,I')$, where $I$ and $I'$ are
non-trivial upper sets in certain partially ordered sets. Here, $I$ corresponds
to a non-commutative crepant resolution (NCCR) of a certain Gorenstein toric
singularity with divisor class group of rank one and $I'$ corresponds to a cut
of the quiver of this NCCR. Moreover, the endomorphism algebras of these
$d$-tilting bundles also become $d$-representation infinite algebras.",http://arxiv.org/pdf/2511.02641v1,2511.02641v1,RA
Homological and Categorical Foundations of Ternary $Γ$-Modules and Their Spectra,2025-11-04 12:53:10+00:00,http://arxiv.org/abs/2511.02544v1,"Purpose: To develop a unified homological categorical foundation for
commutative ternary Gamma semirings by formulating a general theory of ternary
Gamma modules that integrates algebraic, geometric, and computational layers,
extending the ideal theoretic and algorithmic bases of Papers A [Rao2025A] and
B [Rao2025B1].
  Methods: We axiomatize ternary Gamma modules and establish the fundamental
isomorphism theorems, construct annihilator primitive correspondences, and
prove Schur density embeddings. Categorical analysis shows that T Gamma Mod is
additive, exact, and monoidal closed, enabling the definition of derived
functors Ext and Tor via projective injective resolutions and yielding a tensor
Hom adjunction. We develop geometric dualities between module objects and the
spectrum Spec Gamma (T) and extend them to analytic, fuzzy, and computational
settings.
  Results: The category T Gamma Mod admits kernels, cokernels, coequalizers,
and balanced exactness; monoidal closure ensures internal Homs and coherent
tensor Hom adjunctions. Derived functors Ext and Tor are well defined and
functorial, with long exact sequences and base change compatibility. Schur
density yields faithful embedding criteria, while annihilator primitive
correspondences control primitivity and support theory. Geometric dualities
provide contravariant equivalences linking submodule spectra with closed sets
in Spec Gamma (T), persisting under analytic, fuzzy, and computational
enrichments.
  Conclusion: These results complete the algebraic homological geometric
synthesis for commutative ternary Gamma semirings, furnish robust tools for
derived and spectral analysis, and prepare the framework for fuzzy and
computational extensions developed in Paper D [Rao2025D], extending the
algebraic framework first established in [Rao2025]",http://arxiv.org/pdf/2511.02544v1,2511.02544v1,RA
Classifications of 3-dimensional cubic AS-regular algebras whose point schemes are not integral,2025-11-04 08:34:40+00:00,http://arxiv.org/abs/2511.02361v1,"In noncommutative algebraic geometry, Artin--Tate--Van den Bergh showed that
a $3$-dimensional cubic AS-regular algebra $A$ is {\it geometric}. So, we can
write $A=\mathcal{A}(E,\sigma)$ where $E$ is $\mathbb{P}^{1}\times
\mathbb{P}^{1}$ or curves of bidegree (2,2) in $\mathbb{P}^{1}\times
\mathbb{P}^{1}$, and $\sigma\in \mathrm{Aut}_{k}E$. In this paper, for each
case that $E$ is either (i) a conic and two lines in a triangle, (ii) a conic
and two lines intersecting in one point, or (iii) quadrangle, we give the
complete list of defining relations of $A$ and classify them up to graded
algebra isomorphisms and graded Morita equivalences in terms of their defining
relations. By the results of the second and third authors and our result in
this paper, we give classifications of $3$-dimensional cubic AS-regular algebra
whose point schemes are not integral.",http://arxiv.org/pdf/2511.02361v1,2511.02361v1,RA
Descent Theory for Vertex Algebras,2025-11-04 04:33:39+00:00,http://arxiv.org/abs/2511.02251v1,"Vertex algebras can be defined over any differential commutative ring. We
develop the general descent theory for vertex algebras over such bases. We
apply this to the classification of twisted forms of affine and Heisenberg
vertex algebras, and to reinterpret and generalize a correspondence of Li.",http://arxiv.org/pdf/2511.02251v1,2511.02251v1,RA
Finite Structure and Radical Theory of Commutative Ternary $Γ$-Semirings,2025-11-03 17:40:12+00:00,http://arxiv.org/abs/2511.01789v1,"Purpose: To develop the algebraic foundation of finite commutative ternary
$\Gamma$-semirings by identifying their intrinsic invariants, lattice
organization, and radical behavior that generalize classical semiring and
$\Gamma$-ring frameworks.
  Methods: Finite models of commutative ternary $\Gamma$-semirings are
constructed under the axioms of closure, distributivity, and symmetry.
Structural and congruence lattices are analyzed, and subdirect decomposition
theorems are established through ideal-theoretic arguments.
  Results: Each finite commutative ternary $\Gamma$-semiring admits a unique
(up to isomorphism) decomposition into subdirectly irreducible components.
Radical and ideal correspondences parallel classical results for binary
semirings, while the classification of all non-isomorphic systems of order
$\lvert T\rvert\!\le\!4$ confirms the structural consistency of the theory.
  Conclusion: The paper provides a compact algebraic framework linking ideal
theory and decomposition in finite ternary $\Gamma$-semirings, establishing the
basis for later computational and categorical developments.",http://arxiv.org/pdf/2511.01789v1,2511.01789v1,RA
A Complete Classification of Ideal Chomp Games on Low-Rank Algebras,2025-11-03 15:37:49+00:00,http://arxiv.org/abs/2511.01673v1,"We completely classify winning strategies in the Ideal Chomp Game played on
$\bar{K}$-algebras R of rank at most 6. In this two-player combinatorial game,
players alternately add generators to build an ideal inside a given ring R,
with the player who builds an ideal equal to the entire ring losing. We prove
that player A has a winning strategy on all $\bar{K}$-algebras R up to rank 6
except for five specific cases: $\bar{K}$ itself, $\bar{K}[x, y]/(x, y)^2$, and
three other local algebras. Our methods combine game-theoretic analysis with
the structure theory of Artinian rings and computational verification. We also
discuss a classical result of Henson on winning strategies in the Ideal Chomp
Game, as well as ideas and open questions about the Ideal Chomp Game on
higher-dimensional $\bar{K}$-algebras.",http://arxiv.org/pdf/2511.01673v1,2511.01673v1,RA
Lie Algebra Decomposition Classes for Reductive Algebraic Groups in Arbitrary Characteristic,2025-11-03 10:48:19+00:00,http://arxiv.org/abs/2511.01440v1,"Decomposition classes provide a way of partitioning the Lie algebras of an
algebraic group into equivalence classes based on the Jordan decomposition. In
this paper, we investigate the decomposition classes of the Lie algebras of
connected reductive algebraic groups, over algebraically closed fields of
arbitrary characteristic. We extend some results previously proved under
restrictions on the characteristic, and introduce Levi-type decomposition
classes to account for some of the difficulties encountered in bad
characteristic. We also establish properties of Lusztig-Spaltenstein induction
of non-nilpotent orbits, extending the known results for nilpotent orbits.",http://arxiv.org/pdf/2511.01440v1,2511.01440v1,RA
Derived operations satisfy standard identities,2025-11-03 10:01:42+00:00,http://arxiv.org/abs/2511.01410v1,"A derived operation is a bilinear operation on a commutative associative
algebra $A$ defined intrinsically out of its product and several derivations of
the product. We show that operators of left (or right) multiplications of a
derived operation always satisfy a ""standard identity"" of certain order. In
particular, it implies that each Rankin-Cohen bracket of modular forms, as well
as each higher bracket of Kontsevich's universal deformation quantization
formula for Poisson structures on $\mathbb{R}^n$, satisfies standard
identities.",http://arxiv.org/pdf/2511.01410v1,2511.01410v1,RA
