Title,Date,Id,Summary,URL,ArXiv_ID,Category
On splittings of deformations of pairs of complex structures and holomorphic vector bundles,2025-11-06 07:23:00+00:00,http://arxiv.org/abs/2511.04134v1,"We can show that the Kuranishi space of a pair $(M,E)$ of a compact K\""ahler
manifold $M$ and its flat Hermitian vector bundle $E$ is isomorphic to the
direct product of the Kuranishi space of $M$ and the Kuranishi space of $E$. We
study non-K\""ahler case. We show that the Kuranishi space of a pair $(M,E)$ of
a complex parallelizable nilmanifold $M$ and its trivial holomorphic vector
bundle $E$ is isomorphic to the direct product of the Kuranishi space of $M$
and the Kuranishi space of $E$. We give examples of pairs $(M,E)$ of
nilmanifolds $M$ with left-invariant abelian complex structures and their
trivial holomorphic line bundles $E$ such that the Kuranishi spaces of pairs
$(M,E)$ are not isomorphic to direct products of the Kuranishi spaces of $M$
and the Kuranishi spaces of $E$.",http://arxiv.org/pdf/2511.04134v1,2511.04134v1,AG
An orthogonal perspective on Gauss composition,2025-11-06 02:17:47+00:00,http://arxiv.org/abs/2511.03987v1,"We revisit Gauss composition over a general base scheme, with a focus on
orthogonal groups. We show that the Clifford and norm functors provide a
discriminant-preserving equivalence of categories between binary quadratic
modules and pseudoregular modules over quadratic algebras. This perspective
synthesizes the constructions of Kneser and Wood, reconciling algebraic and
geometric approaches and clarifying the role of orientations and the natural
emergence of narrow class groups. As an application, we restrict to lattices
and show that binary orthogonal eigenforms correspond to Hecke characters.",http://arxiv.org/pdf/2511.03987v1,2511.03987v1,AG
"Birational sequences for the Grassmannian Gr(3,n)",2025-11-05 22:13:14+00:00,http://arxiv.org/abs/2511.03885v1,"Following the ideas of Bossinger and Fang, Fourier, and Littelman, we study
iterated sequences for the Grassmannian $\operatorname{Gr} (3, n)$ as a special
class of birational sequences. For each iterated sequence $S$, there is a
weighting matrix $M_{S}$ corresponding to a valuation on the rational
coordinate ring and we show that the initial form of a Pl\""{u}cker relation
$\operatorname{in}_{M_S} (R_{I,J} )$ is binomial. We show that, in some cases,
the cones $C_S$ in the tropical Grassmannian that satisfy
$\operatorname{in}_{M_S} (\mathcal{I}_{3,n}) = \operatorname{in}_{C_S}
(\mathcal{I}_{3,n})$ only depend on the first two indices used in each
iteration. In the case of $\operatorname{Gr} (3, 6)$, these cones are obtained
computationally and are classified up to automorphism induced by the symmetric
group $S_6$.",http://arxiv.org/pdf/2511.03885v1,2511.03885v1,AG
The Heisenberg algebra of a vector space and Hochschild homology,2025-11-05 17:08:15+00:00,http://arxiv.org/abs/2511.03649v1,"We decategorify the Heisenberg 2-category of Gyenge-Koppensteiner-Logvinenko
using Hochschild homology. We use this to generalise the Heisenberg algebra
action of Grojnowski and Nakajima to all smooth and proper noncommutative
varieties in the noncommutative geometry setting proposed by Kontsevich and
Soibelman. For ordinary commutative varieties, we compute the resulting action
on Chen-Ruan orbifold cohomology. As tools, we prove results about Heisenberg
algebras of a graded vector space which might be of independent interest.",http://arxiv.org/pdf/2511.03649v1,2511.03649v1,AG
Orbifold Bogomolov-Gieseker inequalities on compact Kähler varieties,2025-11-05 15:02:42+00:00,http://arxiv.org/abs/2511.03530v1,"In a previous paper, the orbifold Bogomolov-Gieseker inequality is proved for
a stable reflexive sheaf on a compact K\""ahler variety with klt singularities.
In this paper, we give a characterization on the stable reflexive sheaf when
the Bogomolov-Gieseker equality holds.",http://arxiv.org/pdf/2511.03530v1,2511.03530v1,AG
Rational normal curves as no-$(d+2)$-on-$Q$-quadric sets,2025-11-05 15:01:31+00:00,http://arxiv.org/abs/2511.03526v1,"For every $d\geq 2$, we construct a subset $D\subseteq \{1,2,\dots,n\}^d$ of
size $n-o(n)$ such that every affine hyperplane of $\mathbb{R}^d$ intersects
$D$ in at most $d$ points, and every hypersphere of $\mathbb{R}^n$ intersects
$D$ in at most $d+1$ points. This construction is the largest one currently
known, and strongly builds on ideas of Dong, Xu, and also of Thiele. More
generally, we prove that the role of hyperspheres can be replaced by
$Q$-quadrics, i.e. by quadratic surfaces given by an equation whose degree two
homogeneous part equals a fixed quadratic form $Q$. We formulate analogous
statements in affine spaces over (finite) fields. Essentially, every
construction is given by a suitable rational normal curve in a $d$-dimensional
projective space.",http://arxiv.org/pdf/2511.03526v1,2511.03526v1,AG
A Borel--Weil--Bott theorem for Quot schemes on $\mathbb{P}^1$,2025-11-05 14:50:33+00:00,http://arxiv.org/abs/2511.03519v1,"We study the cohomology groups of tautological bundles on Quot schemes over
the projective line, which parametrize rank $r$ quotients of a vector bundle
$V$ on $\mathbb{P}^1$. Our main result is an analogue of the Borel--Weil--Bott
theorem for Quot schemes. As a corollary, we prove recent conjectures of
Marian, Oprea, and Sam on the exterior and symmetric powers of tautological
bundles.",http://arxiv.org/pdf/2511.03519v1,2511.03519v1,AG
Rational Hodge--Tate prismatic crystals of quasi-l.c.i algebras and non-abelian $p$-adic Hodge theory,2025-11-05 13:27:05+00:00,http://arxiv.org/abs/2511.03458v1,"Consider a bounded prism $(A,I)$ and a bounded quasi-l.c.i algebra $R$ over
$\overline{A}$. In this paper, for any prism $S/A$ with a surjection $S\to R$
such that $\widehat{\mathbb L}_{\overline{S}/\overline{A}}$ is a $p$-completely
flat module over $\overline{S}$, we establish an equivalence of categories
between rational Hodge-Tate crystals on $(R/A)_{\Delta}$ and topologically
nilpotent integrable connections on the Hodge--Tate cohomology ring
$\overline{\Delta}_{R/S}$. As an application, for a non-zero divisor $a\in
\overline{A}$, we introduce the concept of $a$-smallness for a rational
Hodge-Tate prismatic crystal on $(R/A)_{\Delta}$. Finally, we focus on some
special algebras $R$ over $\mathcal O_{\mathbb C_p}$ (or generally, the ring of
integers of an algebraic closed and complete non-archimedean field) including
all $p$-completely smooth algebras, $p$-complete algebras with semi-stable
reductions and geometric valuation rings. By using our equivalence, we analyze
the restriction functor from the category of $a$-small rational Hodge-Tate
prismatic crystals to the category of $v$-vector bundles. This yields some new
results in $p$-adic non-abelian Hodge Theory.",http://arxiv.org/pdf/2511.03458v1,2511.03458v1,AG
Hilbert schemes of points on fold-like curves and their combinatorics,2025-11-05 13:21:48+00:00,http://arxiv.org/abs/2511.03454v1,"We investigate the Hilbert scheme of points on curves with n-fold
singularities, that is curves that look locally around their singular points as
the axis in an affine space. We describe the structure and number of its
irreducible components, and provide a detailed analysis of their singularities,
revealing rich combinatorial patterns governing its geometry.",http://arxiv.org/pdf/2511.03454v1,2511.03454v1,AG
Hesse's Redemption: Efficient Convex Polynomial Programming,2025-11-05 13:00:01+00:00,http://arxiv.org/abs/2511.03440v1,"Efficient algorithms for convex optimization, such as the ellipsoid method,
require an a priori bound on the radius of a ball around the origin guaranteed
to contain an optimal solution if one exists. For linear and convex quadratic
programming, such solution bounds follow from classical characterizations of
optimal solutions by systems of linear equations. For other programs, e.g.,
semidefinite ones, examples due to Khachiyan show that optimal solutions may
require huge coefficients with an exponential number of bits, even if we allow
approximations. Correspondingly, semidefinite programming is not even known to
be in NP. The unconstrained minimization of convex polynomials of degree four
and higher has remained a fundamental open problem between these two extremes:
its optimal solutions do not admit a linear characterization and, at the same
time, Khachiyan-type examples do not apply. We resolve this problem by
developing new techniques to prove solution bounds when no linear
characterizations are available. Even for programs minimizing a convex
polynomial (of arbitrary degree) over a polyhedron, we prove that the existence
of an optimal solution implies that an approximately optimal one with
polynomial bit length also exists. These solution bounds, combined with the
ellipsoid method, yield the first polynomial-time algorithm for convex
polynomial programming, settling a question posed by Nesterov (Math. Program.,
2019). Before, no polynomial-time algorithm was known even for unconstrained
minimization of a convex polynomial of degree four.",http://arxiv.org/pdf/2511.03440v1,2511.03440v1,AG
