Title,Date,Id,Summary,URL,ArXiv_ID,Category
Ternary Digits of Powers of Two,2025-11-05 21:05:33+00:00,http://arxiv.org/abs/2511.03861v1,"The \textit{ternary digits of $2^n$} are a finite sequence of 0s, 1s, and 2s.
It is a natural question to ask whether the frequency of any string of 0s, 1s,
and 2s in this sequence approaches the same limit for all strings of the same
length, as the exponent $n$ approaches infinity (\textit{Uniform Distribution
in the limit}).
  Currently the answer to this question is unknown. Even a much weaker
conjecture by Erd\""os is still open. But we present computational results (up
to $n = 10^6$) supporting uniform distribution in the limit.
  In this context, we discuss implications of Benford's Law and a special case
of Baker's Theorem.
  Then we investigate the infinite sequence of ternary digits of $\log_3(2)$.
There are analogous questions about the distribution of strings of 0s, 1s, and
2s in that sequence. If there is uniform distribution in the limit, then
$\log_3(2)$ is called \textit{normal to base 3}.
  In the absence of definitive results, we can offer again computational
evidence from the first $10^6$ ternary digits of $\log_3(2)$, strongly
supporting the conjecture that $\log_3(2)$ is normal to base 3.",http://arxiv.org/pdf/2511.03861v1,2511.03861v1,NT
Zeros of Stern polynomials in the complex plane,2025-11-05 20:30:31+00:00,http://arxiv.org/abs/2511.03847v1,"The classical Stern sequence of positive integers was extended to a
polynomial sequence $S_n(\lambda)$ by Klav\v{z}ar et. al. by defining
$S_0(\lambda) = 0$, $S_1(\lambda) = 1$, and $$S_{2n}(\lambda) = \lambda
S_n(\lambda),\quad S_{2n+1}(\lambda) = S_n(\lambda) + S_{n+1}(\lambda).$$
Dilcher et. al. conjectured that all roots of $S_n(\lambda)$ lie in the
half-plane $\{\operatorname{Re} w < 1\}$. We make partial progress on this
conjecture by proving that $\{|w-2| \leq 1\}\subseteq\mathbb C$ does not
contain any roots of $S_n(\lambda)$. Our proof uses the Parabola Theorem for
convergence of complex continued fractions. As a corollary, we establish a
conjecture of Ulas and Ulas by showing that $S_p(\lambda)$ is irreducible in
$\mathbb Z[\lambda]$ whenever $p$ is a positive prime.",http://arxiv.org/pdf/2511.03847v1,2511.03847v1,NT
Rational Hodge--Tate prismatic crystals of quasi-l.c.i algebras and non-abelian $p$-adic Hodge theory,2025-11-05 13:27:05+00:00,http://arxiv.org/abs/2511.03458v1,"Consider a bounded prism $(A,I)$ and a bounded quasi-l.c.i algebra $R$ over
$\overline{A}$. In this paper, for any prism $S/A$ with a surjection $S\to R$
such that $\widehat{\mathbb L}_{\overline{S}/\overline{A}}$ is a $p$-completely
flat module over $\overline{S}$, we establish an equivalence of categories
between rational Hodge-Tate crystals on $(R/A)_{\Delta}$ and topologically
nilpotent integrable connections on the Hodge--Tate cohomology ring
$\overline{\Delta}_{R/S}$. As an application, for a non-zero divisor $a\in
\overline{A}$, we introduce the concept of $a$-smallness for a rational
Hodge-Tate prismatic crystal on $(R/A)_{\Delta}$. Finally, we focus on some
special algebras $R$ over $\mathcal O_{\mathbb C_p}$ (or generally, the ring of
integers of an algebraic closed and complete non-archimedean field) including
all $p$-completely smooth algebras, $p$-complete algebras with semi-stable
reductions and geometric valuation rings. By using our equivalence, we analyze
the restriction functor from the category of $a$-small rational Hodge-Tate
prismatic crystals to the category of $v$-vector bundles. This yields some new
results in $p$-adic non-abelian Hodge Theory.",http://arxiv.org/pdf/2511.03458v1,2511.03458v1,NT
Arithmetic invariants of torus links,2025-11-05 13:07:13+00:00,http://arxiv.org/abs/2511.03446v1,"The classical analogy between knots and primes motivates the study of
Alexander polynomials through an arithmetic perspective. In this article we
study the two-parameter family of torus knots and links $T_{p,q}$ and analyze
the asymptotic behaviour of the zeros of their Alexander polynomials
$\Delta_{p,q}(t)$, defined with respect to the total linking number covering.
We prove that as $p,q\to\infty$ these zeros become equidistributed on the unit
circle and derive an explicit formula for the limiting frequency with which
primitive $r$-th roots of unity appear. To capture finer statistical
information, we introduce the moment sequence of the zero distribution and
compute its generating function in closed form. We further examine the Iwasawa
theory of the corresponding branched covers, determining the Iwasawa
invariants. The logarithmic Mahler measure of $\Delta_{p,q}(t)$ vanishes
identically and the associated homological growth in towers of abelian covers
of $S^3$ branched along $T_{p,q}$ is subexponential.",http://arxiv.org/pdf/2511.03446v1,2511.03446v1,NT
Coincidence among sum formulas for zeta-like multiple values,2025-11-05 12:49:06+00:00,http://arxiv.org/abs/2511.03431v1,"We study two families of zeta-like multiple series -- the multiple
$\rho$-values and the multiple $\eta$-values -- defined by nested sums with
shifted denominators. An explicit factorial formula for $\rho$ reveals its
intrinsic combinatorial structure and leads to closed expressions for fixed
weight and depth. A remarkable identity emerges from a weighted-sum
transformation, exhibiting a perfect discrete balance. The main theorem proves
that the total sums of $\rho$- and $\eta$-values coincide for equal weight but
complementary depths. This correspondence provides an analytic basis for
integral representations of $\eta$-values and for deriving weighted sum
relations. Together, these results show that the $\rho$- and $\eta$-families
form two complementary realizations of a unified analytic-combinatorial
structure, bridging factorial and harmonic formulations in zeta-like multiple
sums.",http://arxiv.org/pdf/2511.03431v1,2511.03431v1,NT
Helson's conjecture for smooth numbers,2025-11-05 12:48:22+00:00,http://arxiv.org/abs/2511.03430v1,"Let $\Psi(x,y)$ denote the count of $y$-smooth numbers below $x$ and $P(n)$
denote the largest prime factor of $n$. We prove that for $f$ a Steinhaus
random multiplicative function, the partial sums over $y$-smooth numbers enjoy
better than squareroot cancellation, in the sense that $$ \mathbb E
\Big|\sum_{\substack{1\leq n \leq x\\ P(n) \leq y}} f(n) \Big| = o\left(
\Psi(x,y)^{1/2} \right),$$ uniformly for $(\log x)^{30} \leq y \leq x$. Our
bounds are quantitative and give a large saving when $y$ isn't too close to
$x$.",http://arxiv.org/pdf/2511.03430v1,2511.03430v1,NT
Tropicalization and cluster asymptotic phenomenon of generalized Markov equations,2025-11-05 12:45:08+00:00,http://arxiv.org/abs/2511.03428v1,"The generalized Markov equations are deeply connected with the generalized
cluster algebras of Markov type. We construct a deformed Fock-Goncharov
tropicalization for the generalized Markov equations and prove that their
tropicalized tree structure is essentially the same as that of the classical
Euclid tree. We then define the generalized Euclid tree and prove that it
converges to the classical Euclid tree up to a scalar multiple. Moreover, by
means of cluster mutations, we exhibit an asymptotic phenomenon, up to some
limit q, between the logarithmic generalized Markov tree and the classical
Euclid tree. A rationality conjecture of q is then put forward. We also propose
a generalized Markov uniqueness conjecture for the generalized Markov
equations, which illustrates an application of the asymptotic phenomenon.",http://arxiv.org/pdf/2511.03428v1,2511.03428v1,NT
Calculating generators of power integral bases in sextic fields with a quadratic subfield: the general case,2025-11-05 10:01:19+00:00,http://arxiv.org/abs/2511.03331v1,"In some previous works we gave algorithms for determining generators of power
integral basis in sextic fields with a quadratic subfield, under certain
restrictions. The purpose of the present paper is to extend those methods to
the general case, when the relative integral basis of the sextic field over the
quadratic subfield is of general form. This raises several technical
difficulties, that we consider here.",http://arxiv.org/pdf/2511.03331v1,2511.03331v1,NT
A higher rank shifted convolution problem with applications to L-functions,2025-11-05 08:44:24+00:00,http://arxiv.org/abs/2511.03294v1,"While several instances of shifted convolution problems for GL(3) x GL(2)
have been solved, the case where one factor is the classical divisor function
and one factor is a GL(3) Fourier coefficient has remained open. We solve this
case in the present paper. The proof involves two intertwined applications of
different types of delta symbol methods. As an application we establish an
asymptotic formula for central values of L-functions for a GL(3) automorphic
form twisted by Dirichlet characters to moduli q < Q.",http://arxiv.org/pdf/2511.03294v1,2511.03294v1,NT
A Lie algebra associated with adjoint multiple zeta values,2025-11-05 04:54:34+00:00,http://arxiv.org/abs/2511.03177v1,"Jarossay introduced adjoint multiple zeta values, and he found
$\mathbb{Q}$-algebraic relations among adjoint multiple zeta values, referred
to as the \emph{adjoint double shuffle relations}, by using Racinet's dual
formulation of the generating series of multiple zeta values. Jarossay defined
the affine scheme $\mathrm{AdDMR}_0$ determined by the adjoint double shuffle
relations and posed a question whether $\mathrm{AdDMR}_0$ is isomorphic to
Racinet's double shuffle group $\mathrm{DMR}_0$. In this paper, we refine
Jarossay's question by formulating what we call the adjoint conditions and by
addressing its Lie algebraic side. Within this framework, we construct the Lie
algebra associated with the adjoint double shuffle relations by imposing
Hirose's parity results.",http://arxiv.org/pdf/2511.03177v1,2511.03177v1,NT
